Sentence,Score,Sentiment
Monica Girardi,-0.0006111231341492385,NEUTRAL
Okay. Again  Francesco  I think this is for you. In light of the results of the Italian renewable auction  which is your view in terms of renewable development in Italy  what are your expectations in terms of price evolution ,0.15614021010696888,NEUTRAL
Francesco Starace,0.00044685402826871723,NEUTRAL
I think I have anticipated this trend about a year ago. You might recall that I have said Italy tracks Spain with  .  years delay because of the slow process of optimization and permitting that separates these two countries. Italy is a little bit -- it s quite slower in terms of permitting. So there is an inertia that needs to be bridged.,-0.12928813882172108,MIXED
And that is shown in the fact that tenders are not full. I mean  the capacity is not fully satisfied. And obviously  prices are higher. Will this continue  No. I think it will be gradually picking up with that delay that we had in mind that is showing now finally in its dimension. But prices will stay higher for the next probably    to    months. Yes.,-0.48013934562914073,NEGATIVE
Monica Girardi,-0.0006111231341492385,NEUTRAL
Okay. Again for you. Comment on the measures approved by the Mexican government  which is restricted -- restricting access to the wholesale market. Can you share any thought ,-0.08972834795713425,NEUTRAL
Francesco Starace,0.00044685402826871723,NEUTRAL
We think these measures are wrong. They are against the law. In fact  I think the judges in Mexico think the same  and they have ruled quite robustly against them. We hope that the governments understand that this is preventing a flow of investment in the country and damaging the trust of investors in the country itself. So we guess this will finally get to the right attention level.,-0.2257461603730917,NEGATIVE
I think the decree prevents free market competition. It promotes monopoly and also eventually compromises environmental targets of the Mexican government itself. So I think the supreme cart and the judges have already ruled against this decree on constitutional level. We are ready to go wherever it needs to be done in terms of iteration and rolling.,-0.10852857958525419,MIXED
But clearly  this marks a little bit of slowdown on the investment cycle in Mexico  which  by the way  for us  was basically idling  waiting for this to happen. So we re not particularly hit. I might recall that we have a joint venture in Mexico in which we have a minority stake already. So the impact is -- on the accounts  it s small. But I think it s a proof that if a country wants to inflict its damage on itself  it can. And I hope this ends quickly.,-0.1499401954934001,MIXED
